,quality_score,view_certificate_1,view_certificate_2,,,,,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA,Expiration,Certification Body,Certification Address,Certification Contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Vietnam,APOLLO Estate,Apollo Washed 2019,Dry Mill,,"Sunvirtue Co., Ltd.",1040,Dalat,"Yeh, Li Chuan",1,2 kg,Specialty Coffee Association,2019,"March 10th, 2020","Sunvirtue Co., Ltd.",Catimor,Completed,Washed / Wet,7.58,7.67,7.25,7.58,7.42,7.33,10.0,10.0,8.67,7.67,0.0,81.17,13 %,0 full defects,0,Bluish-Green,0 full defects,,"March 10th, 2021",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Sheila Magno - 562-999-3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,"Owner Sunvirtue Co., Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Indonesia,"Pondokbaru, Benermeriah",ptraas no.2,"Pondokbaru, Benermeriah",15/3515/57 & 15/3515/58,PT Rajawali Artha Agro Sejahtera (PTRAAS),1200,sumatra,PT. Rajawali Artha Agro Sejahtera,320,60 kg,Specialty Coffee Association of Indonesia,2020,"July 20th, 2020",PTRAAS,Mandheling,Completed,Washed / Wet,7.33,7.33,7.17,7.5,7.42,7.08,10.0,10.0,10.0,7.25,0.0,81.08,12 %,0 full defects,8,Green,4 full defects,,"July 20th, 2021",Specialty Coffee Association of Indonesia,"Ministry of Agriculture Republic Indonesia, Build C 5th Floor wing B Room 515 . Jl. Harsono RM No. 3, Ragunan, South Jakarta, Jakarta",Mahardini Farizki - 081284251303 / 085780031543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner PTRAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Honduras,Cerro Negro,2668,seco,13-108-1054,Compañia Hondureña del Café S.A. de C.V.,1400,"Zona de Santa Marta, municipio de San Marcos, departamento de Ocotepeque, Honduras",Feliciano Rivera,275,69 kg,Instituto Hondureño del Café,2019,"July 9th, 2020",Compañia Hondureña del Cafe S.A de c.v.,Catimor,Completed,Washed / Wet,7.5,7.33,7.08,7.17,7.5,7.25,10.0,10.0,10.0,7.17,0.0,81.0,10 %,0 full defects,0,Green,5 full defects,,"July 9th, 2021",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Compañia Hondureña del Cafe S.A de c.v.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Nicaragua,Mercon Coffee Group CISA,017/001/623-1663,Mercon Coffee Group CISA,017/001/623-1663,NCC,1300,Matagalpa,Mercon Coffee Group CISA,165,69 kg,Japan Coffee Exchange,2019,"October 27th, 2020",Yukinobu Ueda,Catuai,Completed,Washed / Wet,7.33,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,0.0,80.83,12 %,0 full defects,2,Green,0 full defects,,"October 27th, 2021",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Yukinobu Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Colombia,Sucafina Colombia SAS,3-0960-00610,Sucafina Colombia SAS,3-0960-00610,Sucafina Colombia SAS,1300,HUILA,Sucafina Colombia SAS,275,70 kg,CQI Colombia SAS,2019,"February 12th, 2020",Sucafina Colombia SAS,Other,Completed,Washed / Wet,7.75,7.67,7.83,7.67,7.42,7.58,8.67,8.67,10.0,7.58,0.0,80.83,11 %,0 full defects,1,Green,3 full defects,,"February 11th, 2021",CQI Colombia SAS,Calle 120A No 3A - 47 - USAQUEN,Ana Maria Duque - 3219384156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Sucafina Colombia SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Nicaragua,Aldea Global,P48161,Aldea Coffee,017/191/1841,Asociación Aldea Global Jinotega,1100,Matagalpa,Aldea Global,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2020,"July 14th, 2020",Asociación Aldea Global Jinotega,SHG,Completed,Washed / Wet,7.33,7.17,6.83,7.25,7.5,7.33,10.0,10.0,10.0,7.33,0.0,80.75,12 %,3 full defects,2,Green,12 full defects,,"July 14th, 2021",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Asociación Aldea Global Jinotega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,El Salvador,TUXPAL,1,TUXPAL,09-392-97,Consejo Salvadoreño del Café,1200,Apaneca-Ilamatepec,"Tejemet, S.A. de C.V.",275,69 kg,Salvadoran Coffee Council,2019,"July 17th, 2020",Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.08,7.08,7.0,7.42,7.42,7.33,10.0,10.0,10.0,7.33,0.0,80.67,0 %,0 full defects,1,Green,6 full defects,,"July 17th, 2021",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Consejo Salvadoreño del Café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Mexico,DOES NOT APPLY,20.016-2222-0386,BENEFICIO SECO DOS RIOS,20.016-2222-0386,AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,1100,"COATEPEC, VERACRUZ",DOES NOT APPLY,275,69 kg,Centro Agroecológico del Café A.C.,2020,"February 14th, 2020",Laura Hernandez,Typica,Completed,Washed / Wet,7.25,7.25,7.0,7.33,7.17,7.0,10.0,10.0,10.0,7.33,0.0,80.33,12 %,0 full defects,0,Green,3 full defects,,"February 13th, 2021",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Laura Hernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Brazil,Alto Cafezal,1585841,Wolthers,002/4317/0084,Nestle Nespresso SA,1400,Cerrado,Alto Cafezal,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2019,"November 4th, 2020",Alexis Rodriguez,Catuai,Completed,Natural / Dry,7.08,7.08,7.25,7.42,7.42,6.92,10.0,10.0,10.0,7.0,0.0,80.17,11 %,0 full defects,2,Other,4 full defects,,"November 4th, 2021",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),Bahnhofstrasse 22,Gloria Pedroza - +41417287296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Alexis Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Taiwan,175 coffee,2020 臺南市精品咖啡評鑑批次,175 coffee,,TCL 台灣咖啡研究室,650,"Dongshan Dist., Tainan City",賴東卿 (Don-chin-Lai),5,50 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2019,"September 1st, 2020","Lin, Che-Hao Krude 林哲豪",Other,Completed,Washed / Wet,7.33,7.17,6.92,6.92,7.33,7.42,10.0,10.0,10.0,7.0,0.0,80.08,11 %,0 full defects,0,Bluish-Green,0 full defects,,"September 1st, 2021",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),Bahnhofstrasse 22,Gloria Pedroza - +41417287296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,"Owner Lin, Che-Hao Krude 林哲豪",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Indonesia,"Pondokbaru, Benermeriah",ptraas no.2,"Pondokbaru, Benermeriah",15/3515/57 & 15/3515/58,PT Rajawali Artha Agro Sejahtera (PTRAAS),1200,sumatra,PT. Rajawali Artha Agro Sejahtera,320,60 kg,Specialty Coffee Association of Indonesia,2020,"August 19th, 2020",PTRAAS,Mandheling,Completed,Washed / Wet,7.25,7.42,7.0,7.08,7.17,7.08,10.0,10.0,10.0,7.08,0.0,80.08,13 %,0 full defects,5,Green,1 full defects,,"August 19th, 2021",Specialty Coffee Association of Indonesia,"Ministry of Agriculture Republic Indonesia, Build C 5th Floor wing B Room 515 . Jl. Harsono RM No. 3, Ragunan, South Jakarta, Jakarta",Mahardini Farizki - 081284251303 / 085780031543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner PTRAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Brazil,,1593771,ECOM,002-1352-0196,Nestle Nespresso SA,1300,Cerrado,,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2019,"October 30th, 2020",Alexis Rodriguez,Bourbon,Completed,Pulped natural / honey,7.42,7.17,7.25,7.17,7.08,6.92,10.0,10.0,10.0,7.0,0.0,80.0,11 %,0 full defects,0,Other,3 full defects,,"October 30th, 2021",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),Bahnhofstrasse 22,Gloria Pedroza - +41417287296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Alexis Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Guatemala,LINDA VISTA,11-973-1040,HÚMEDO,11-973-1040,"MERCON GUATEMALA, S. A.",1800,SANTA ROSA,PABLO ARTURO CHUY FLORES,275,69 kg,Asociacion Nacional Del Café,2020,"August 21st, 2020",Byron Gonzalez,Catuai,Completed,Natural / Dry,7.0,7.08,7.0,7.17,7.25,7.0,10.0,10.0,10.0,7.08,0.0,79.58,11 %,0 full defects,1,Green,5 full defects,,"August 21st, 2021",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Byron Gonzalez,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Guatemala,,1593771,Exportcafe - ECOM,011-063-1333,Nestle Nespresso SA,1798,Huehuetenango,Agua Santa,275,69 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2019,"November 4th, 2020",Alexis Rodriguez,Other,Completed,Washed / Wet,7.5,7.42,7.33,7.58,7.58,7.75,9.33,9.33,9.33,7.67,-1.33,79.5,12 %,1 full defects,3,Green,7 full defects,,"November 4th, 2021",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),Bahnhofstrasse 22,Gloria Pedroza - +41417287296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Alexis Rodriguez,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Nicaragua,Aldea Global,P48161,Aldea Coffee,017/191/1841,Asociación Aldea Global Jinotega,1100,Matagalpa,Aldea Global,271,69 kg,Asociación de Cafés Especiales de Nicaragua,2020,"June 26th, 2020",Asociación Aldea Global Jinotega,SHG,Completed,Washed / Wet,7.17,6.67,6.42,7.08,7.17,6.92,10.0,10.0,10.0,6.92,0.0,78.33,13 %,0 full defects,0,Green,1 full defects,,"June 26th, 2021",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Asociación Aldea Global Jinotega,,,,,,,,,,,,,
